1: 292705/1278378
1587: 11934/130331
1588: 17'509/9
1589: 22/25
1590: 21'57/59
1591: 9/364
1592: 116'1/4
1593: 5949'8/9
1594: 2'25/54
1595: 17457/52955
1596: 235'37/8
1597: 1'4531/7973
1598: 1'33/61
1599: 18
1600: 29/55
1601: 1'73/582
1602: 83
1603: 1'143/172
1604: 3204'233/2739
1605: 29'3/13
1606: 18/989
1607: 16
1608: 93'25/41
1609: 13/8649
1610: 2'3/7
1611: 308
1612: 79/89
1613: 341
1614: 53'3/5
1615: 2'29/33
1616: 6'2/21
1617: 36063
1618: 2'1269/28
1619: 11'19/25
1620: 696141/885632
1621: 52
1622: 39'7/1
1623: 44'273/1739
1624: 97'5/6
1625: 173/14212
1626: 13/188
1627: 15
1628: 23'79/253
1629: 176/1185
1630: 168
1631: 102
1632: 28'42/247
1633: 152'3/4
1634: 116/1365
1635: 35'6/77
1636: 17'71/1
1637: 19'43/99
1638: 84'1/27
1639: 19462/28509
1640: 38/5049
1641: 308'19/36
1642: 856/1911
1643: 64'1/6
1644: 1'5/17
1645: 8/135
1646: 1'298/1617
1647: 42199/72072
1648: 4556'33/37
1649: 2
1650: 2'4/13
1651: 79'5/6
1652: 48
1653: 11'289/2336
1654: 7057'11/14
1655: 516
1656: 3'42/61
1657: 92'7413/1612
1658: 47'8413/14352
1659: 9/83
1660: 4968
1661: 9'4454/5673
1662: 3/52
1663: 318'22/51
1664: 95'11/2
1665: 84
1666: 63/68
1667: 57'197/342
1668: 49/3078
1669: 14'1/16
1670: 115'31/51
1671: 43'341/406
1672: 44'599/1482
1673: 128'1/2
1674: 78'593/4042
1675: 173'1/11
1676: 72'5/18
1677: 1711/37647
1678: 38
1679: 26'91/108
1680: 1'1753/189
1681: 47'103/728
1682: 105
1683: 169/7695
1684: 35'31/34
1685: 7025/844911
1686: 26'214/667
1687: 3192'22/85
1688: 109
1689: 2441'3/7
1690: 23'37/41
1691: 31'2489/8928
1692: 2'64/93
1693: 63'9/11
1694: 423'13/14
1695: 799/3465
1696: 239'2/5
1697: 12/23
1698: 101
1699: 1'16/55
1700: 121184
1701: 2'5/126
1702: 5474
1703: 17901/3388
1704: 7/27
1705: 2'2267/30968
1706: 252/305
1707: 5'227/528
1708: 74'18/23
1709: 185'3/28
1710: 92'44/83
1711: 104'41/73
1712: 17'2/29
1713: 19/11
1714: 11'13/33
1715: 235'341/35
1716: 15'1/9
1717: 5'4/5
1718: 95/39339
1719: 3425
1720: 44'287/1298
1721: 57'47/66
1722: 42'11/1125
1723: 21/86
1724: 21599'17/32
1725: 4'62/469
1726: 86/801
1727: 1'181/17
1728: 6227/1786
1729: 126/143
1730: 87
1731: 2576'16/17
1732: 267'2447/4248
1733: 137'15/19
1734: 31'3/4
1735: 7/18
1736: 52'859/2508
1737: 1518
1738: 2856/4189
1739: 37
1740: 39'21/23
1741: 65
1742: 45'41/49
1743: 89'11/98
1744: 9'1/5
1745: 5'2624/2695
1746: 21'413/5
1747: 
1748: 7'65/82
1749: 1'1/9
1750: 34461/3608
1751: 4'9/14
1752: 47'5/97
1753: 903'47/81
1754: 78'1/28
1755: 19'63/83
1756: 305'1/5
1757: 2464'6/17
1758: 62'81/88
1759: 22'451/6
1760: 12'36/95
1761: 8'38/65
1762: 41'2/15
1763: 693
1764: 1'2/3
1765: 2'23/7644
1766: 15'12/25
1767: 83'8/39
1768: 13/2755
1769: 35/6278
1770: 36
1771: 163'5/19
1772: 52'253/328
1773: 55'47/97
1774: 25/357
1775: 58'551/1224
1776: 94/261
1777: 137/456
1778: 66'5/57
1779: 1'51/58
1780: 131'8/33
1781: 67'75/82
1782: 54'4/15
1783: 18
1784: 65'5/8
1785: 1917'2/41
1786: 144'164/175
1787: 94'26/35
1788: 15'272/1121
1789: 1'975/8051
1790: 3'1297/6045
1791: 247'33/38
1792: 1/12
1793: 127/222
1794: 21'939/1121
1795: 18'5155/15732
1796: 328/1200339
1797: 2131'8/17
1798: 29'1/4
1799: 72'7/26
1800: 1
1801: 3/91
1802: 31'1/2
1803: 65'19/73
1804: 1'6477/704
1805: 1056
1806: 81434'11/14
1807: 25'25/37
1808: 95'47/99
1809: 2'49711/10962
1810: 41'481/1767
1811: 8
1812: 1'15/49
1813: 51'1/7
1814: 4'35/43
1815: 86'971/2236
1816: 33'5/14
1817: 637/256496
1818: 3
1819: 672'16/39
1820: 19/22
1821: 186
1822: 96'626/1653
1823: 25
1824: 74'1/4
1825: 4'4/5
1826: 65
1827: 62'1/46
1828: 1'233/273
1829: 3152/5487
1830: 33'7/41
1831: 4373'7/13
1832: 1'451/1159
1833: 61'5/16
1834: 867'117/32
1835: 2'9/104
1836: 22/1599
1837: 139
1838: 47'1331/2814
1839: 3'89/156
1840: 14'7/2
1841: 39'38/55
1842: 55'8/19
1843: 5915
1844: 67'781/897
1845: 135/182
1846: 25
1847: 83'15/17
1848: 225'57/65
1849: 129'223/45
1850: 1'9/56
1851: 75
1852: 2/7
1853: 1'421/621
1854: 269/154
1855: 644/3575
1856: 13'23/91
1857: 87/74
1858: 1'23/99
1859: 1/243
1860: 66
1861: 64'56/85
1862: 1'1431/287
1863: 3/1978
1864: 3/5
1865: 6649'1/13
1866: 14'16/67
1867: 1/133
1868: 61'71/255
1869: 413'3/13
1870: 76'19/2
1871: 2808
1872: 1'2501/3818
1873: 5/252
1874: 1229'227/273
1875: 885'101/141
1876: 1/8
1877: 6'5/89
1878: 1'14/27
1879: 989'39/53
1880: 45'32/69
1881: 201/79
1882: 41/102
1883: 54/89
1884: 28652/39675
1885: 244'43/128
1886: 56/59
1887: 29
1888: 1'21/59
1889: 6
1890: 13'11/92
1891: 79
1892: 71'18/43
1893: 832/2805
1894: 1'16217/22048
1895: 1973'43/46
1896: 9'115/637
1897: 1033/3492
1898: 255'5/9
1899: 141'9/26
1900: 62
1901: 19/335
1902: 21/506
1903: 5
1904: 13/16
1905: 4'251/4025
1906: 1/42
1907: 145
1908: 2'1/28
1909: 3061/3321
1910: 15'52/603
1911: 1/1184
1912: 1215'5/18
1913: 38'65/96
1914: 14'1/4
1915: 1'47/289
1916: 1'515/1188
1917: 551/13
1918: 22276/36569
1919: 55'553/1584
1920: 96'5/14
1921: 72'5/17
1922: 691'33/4
1923: 93'11/37
1924: 29'5/8
1925: 19
1926: 4/59
1927: 1'49/95
1928: 1'387/3953
1929: 63/223532
1930: 68
1931: 22'2/3
1932: 28'9/1
1933: 1'35/429
1934: 4'43/57
1935: 9/11
1936: 28009'2/3
1937: 67205/113176
1938: 69'23/25
1939: 492/2065
1940: 14'37/72
1941: 21'43/57
1942: 88
1943: 375/1073
1944: 62'21/95
1945: 1729/3264
1946: 179'2/69
1947: 1'55/92
1948: 27'1503/2275
1949: 7836/165967
1950: 227'91/176
1951: 1137'1/2
1952: 48'17/8
1953: 3'7/13
1954: 4536
1955: 2058
1956: 233'5/29
1957: 1633'69/95
1958: 62'23/28
1959: 14/39
1960: 495/713
1961: 132'3/5
1962: 11442'2/7
1963: 18'27/41
1964: 1245/1456
1965: 179009/38016
1966: 25
1967: 2069'1/28
1968: 26'11/17
1969: 1'4147/1241
1970: 1024/2209
1971: 27'15/29
1972: 1385/3268
1973: 11'7/25
1974: 65'16/17
1975: 2
1976: 1'13/96
1977: 4633'1/4
1978: 3/8
1979: 7'413/682
1980: 33'1/85
1981: 1'43/5
1982: 15
1983: 89'5/2926
1984: 468'18/49
1985: 83801/1176
1986: 2'619/2574
1987: 1'9115/13068
1988: 17/525
1989: 1446'6/11
1990: 3'175/219
1991: 1352'1/3
1992: 51'5/17
1993: 128/26939
1994: 44
1995: 3'2057/46624
1996: 4'1/2
1997: 115'6/11
1998: 1829/396
1999: 293277/733894
2000: 14/1105
2001: 6
2002: 1'574/1007
2003: 2428'49/136
2004: 2'31/64
2005: 92'2/27
2006: 242
2007: 112'45/49
2008: 24'3/59
2009: 275/17934
2010: 1'715/756
2011: 5/6
2012: 405'8/23
2013: 1749/2639
2014: 17'1/3
2015: 138'7324/9945
2016: 28'5887/82584
2017: 36'2/25
2018: 153/2368
2019: 44'584/1079
2020: 6607/6794
2021: 84
2022: 17'205/783
2023: 39'2/3
2024: 25'1/11
2025: 646
2026: 416
2027: 96'369/475
2028: 17/86
2029: 21/365
2030: 28
2031: 1'809/961
2032: 14'56/59
2033: 23'7/1
2034: 97
2035: 9'27/125
2036: 4'81/184
2037: 99'17/44
2038: 1'218/903
2039: 292'76/87
2040: 163/19
2041: 35'33/35
2042: 64/77
2043: 25/756
2044: 434/459
2045: 315'1/15
2046: 29'7/12
2047: 3/847
2048: 26'1/18
2049: 805/1027
2050: 71'2/29
2051: 21'2/7
2052: 24'1/2
2053: 41'5/26
2054: 1'23/1225
2055: 63
2056: 261
2057: 82'83/133
2058: 8954'2/11
2059: 15'166/371
2060: 1968/7259
2061: 26/1225
2062: 161'7/1
2063: 351/206681
2064: 5/1804
2065: 37
2066: 87
2067: 16'61/77
2068: 29'17/1121
2069: 95/504
2070: 95'193/212
2071: 365
2072: 54'806/1295
2073: 16/41
2074: 2892'12/23
2075: 2894
2076: 13
2077: 28'2/3
2078: 1/1533
2079: 1299/4675
2080: 68'12/13
2081: 65'67/85
2082: 45124/116865
2083: 1408'5/8
2084: 61'17/207
2085: 1/288
2086: 8'65/99
2087: 64/375
2088: 212/7821
2089: 1'2/1577
2090: 5632
2091: 123'94/115
2092: 122'369/2263
2093: 1997/228
2094: 1054
2095: 4718'21/38
2096: 5'25/44
2097: 88
2098: 51/902
2099: 277/329
2100: 1'7/25
2101: 2'1444/2037
2102: 88983/260414
2103: 1/25
2104: 126'1303/1833
2105: 21'2252/3813
2106: 5/98
2107: 17/84
2108: 16'1/2
2109: 7/27
2110: 9/16
2111: 51
2112: 8'3/31
2113: 54
2114: 1'113/255
2115: 1'17/128
2116: 81'63/73
2117: 31/517
2118: 62'4781/12312
2119: 74
2120: 1'5/148
2121: 55'1/11
2122: 41'23/33
2123: 18'1/4
2124: 36'41/62
2125: 239'1/5
2126: 3'227/336
2127: 91
2128: 7036
2129: 57'89/247
2130: 1'331/4
2131: 15'21/25
2132: 896
2133: 41287/8748
2134: 105/13616
2135: 101'8/105
2136: 66'31/66
2137: 2'95/102
2138: 47
2139: 325/33872
2140: 12317/1581
2141: 63
2142: 13'13/18
2143: 312/4477
2144: 69'13/19
2145: 4864
2146: 1'18/19
2147: 52/4059
2148: 94'85/161
2149: 93'1651/6254
2150: 12/187
2151: 12/19
2152: 25'14/67
2153: 69/85
2154: 199'8/37
2155: 7'1/32
2156: 40206/64325
2157: 45'7/8
2158: 69'8/21
2159: 164'4/67
2160: 99'3/41
2161: 891/1036
2162: 21/25
2163: 7267/13662
2164: 36'2/3
2165: 17
2166: 18'3/14
2167: 8024
2168: 82'2662/3381
2169: 64'23/32
2170: 61'713/1232
2171: 1/79299
2172: 46'2806/3055
2173: 81'27/47
2174: 1'5/16
2175: 98'24915/78302
2176: 39'3/266
2177: 1'26/49
2178: 66'547/1634
2179: 6936
2180: 18/2387
2181: 1'5/31
2182: 31
2183: 16'36/73
2184: 2/3
2185: 38'1/31
2186: 3'8/29
2187: 39'65/98
2188: 2205
2189: 115/162
2190: 1'22352/27495
2191: 96'2/35
2192: 2'77/95
2193: 506/609
2194: 42
2195: 108
2196: 2'6/17
2197: 2'25/42
2198: 29'19/22
2199: 9'8/15
2200: 1'41/53
2201: 487'7/11
2202: 45'2/19
2203: 163'1079/1711
2204: 1/78
2205: 144'29/741
2206: 89/28644
2207: 1'29/1
2208: 71'6382/7497
2209: 55
2210: 7'23/31
2211: 185'581/624
2212: 3/19
2213: 51'1929/2365
2214: 8'142/915
2215: 72'7857/9434
2216: 76'1324/7031
2217: 1/14
2218: 7038
2219: 192
2220: 932'68/71
2221: 28/415
2222: 69'1492/1725
2223: 47'773/817
2224: 4'3/8
2225: 207
2226: 161/7965
2227: 76'55/79
2228: 46'21/3124
2229: 96/119
2230: 148'1303/7275
2231: 38'30062/38675
2232: 27'16/19
2233: 1'555/1904
2234: 7/1328
2235: 44'46733/122976
2236: 9737/1444515
2237: 151/966
2238: 174'57/86
2239: 7'27/41
2240: 27'13/16
2241: 2'317/608
2242: 132'5/23
2243: 13
2244: 15
2245: 89'10253/10956
2246: 181
2247: 157/741
2248: 369/352
2249: 2268
2250: 41'11/72
2251: 45'51/56
2252: 27'23/54
2253: 25
2254: 9
2255: 297/2204
2256: 29'31/55
2257: 76'9/56
2258: 12'108/133
2259: 411
2260: 9'1/2
2261: 24'4/15
2262: 73/6633
2263: 30521/8906
2264: 166'195/212
2265: 74'4/7
2266: 59'47/63
2267: 5'17/27
2268: 81'857/1824
2269: 2377/4095
2270: 3
2271: 48'3/8
2272: 8'1/5
2273: 141/32
2274: 6'46/171
2275: 308
2276: 59'71/1012
2277: 4'359/6048
2278: 4'38/55
2279: 857'115/189
2280: 6382
2281: 183'43/252
2282: 775203/5807369
2283: 134
2284: 2823'978/1235
2285: 2
2286: 1'13/29
2287: 46'8/15
2288: 3109/37
2289: 42'9/13
2290: 7921
2291: 373'27/31
2292: 123'211/295
2293: 28'215/296
2294: 1064'16/19
2295: 1224'1/7
2296: 115/152
2297: 23
2298: 1'199/43
2299: 624
2300: 4'9/11
2301: 22/27
2302: 8714'17/47
2303: 233'2/3
2304: 4'422/799
2305: 7101/1892032
2306: 5092'4/81
2307: 9/68
2308: 3528'2/3
2309: 85'2/13
2310: 407/182
2311: 1304'6/11
2312: 74'2/3
2313: 5096
2314: 1/2244
2315: 1112
2316: 11/12
2317: 55403/5616
2318: 9'119/143
2319: 67'26/53
2320: 9'673/1368
2321: 41874/49039
2322: 39'9/13
2323: 61/105
2324: 93'22/47
2325: 32'16292/115479
2326: 97'49/61
2327: 63
2328: 128
2329: 9006'6/11
2330: 105'19/34
2331: 178'11/36
2332: 138'7/12
2333: 61'607/748
2334: 2276'2/23
2335: 116
2336: 19'32/69
2337: 172
2338: 15428/16125
2339: 27/46172
2340: 1'17/9256
2341: 208'1/6
2342: 43'143/459
2343: 1002'5/12
2344: 1/235
2345: 16'1348/1349
2346: 79'1/2
2347: 41'22/69
2348: 73'15/47
2349: 189'6/23
2350: 53'449/944
2351: 99'3/5
2352: 713/114
2353: 57'43/61
2354: 4'3/4
2355: 2'1093/2242
2356: 2719/323
2357: 8'133/143
2358: 5112
2359: 598/735
2360: 1'65/116
2361: 3'263/288
2362: 8/2639
2363: 32'32/51
2364: 33'408/713
2365: 49'74/97
2366: 99'3/7
2367: 55'3/11
2368: 37/99
2369: 904/1207
2370: 112'77/115
2371: 108
2372: 1692
2373: 4234
2374: 336
2375: 1'5/104
2376: 295/1431
2377: 76'1/21
2378: 13/833
2379: 15'35/66
2380: 1043'8/9
2381: 8761'1/5
2382: 19/1971
2383: 893/11988
2384: 57'3/29
2385: 187/4788
2386: 134
2387: 6628'4/51
2388: 7'3/31
2389: 171'2/25
2390: 1'5/11
2391: 2924'1603/3102
2392: 1'14/67
2393: 3936
2394: 71'2565/21049
2395: 27/44
2396: 4046'1/4
2397: 42224
2398: 3'63/1739
2399: 116'4/5
2400: 34'53/6674
2401: 224'37/49
2402: 
2403: 1'16/27
2404: 29'2/5
2405: 3/56
2406: 32'471/8
2407: 3658'71/82
2408: 33/5
2409: 158'1/2
2410: 177'59/128
2411: 2652'7/8
2412: 167'1/35
2413: 3'46/51
2414: 26/495
2415: 6
2416: 2813/328185
2417: 15
2418: 3/6256
2419: 28'14/15
2420: 94'719/1387
2421: 77
2422: 147/1261
2423: 3
2424: 159'111/121
2425: 64'1048/2193
2426: 67'635/703
2427: 1'2/9
2428: 84'5/81
2429: 83'17/39
2430: 49'317/473
2431: 3'82/315
2432: 128'4/7
2433: 1'139/266
2434: 69
2435: 638
2436: 85/946
2437: 128
2438: 6'19/28
2439: 118'265/672
2440: 21'1/4
2441: 1'5/6
2442: 356'4/21
2443: 24'273/2024
2444: 15'9/58
2445: 34
2446: 91'13/3888
2447: 1178'26/35
2448: 5377/568
2449: 24'3/11
2450: 736/92783
2451: 23/4389
2452: 8'2/43
2453: 225'1/2
2454: 235/2376
2455: 293'14/29
2456: 3'205/324
2457: 1
2458: 2'287/6
2459: 2/531
2460: 161
2461: 11'61/69
2462: 7'2/49
2463: 51'45/188
2464: 3545'115/217
2465: 1'43/416
2466: 88'35/43
2467: 16'53/56
2468: 154'19/59
2469: 18'13/47
2470: 32
2471: 99'22/27
2472: 3'424/5451
2473: 9425/9758
2474: 38'19/42
2475: 74'8/13
2476: 56'805/6789
2477: 236'1/13
2478: 1/1904
2479: 8'49/171
2480: 237'2/5
2481: 12'19/12
2482: 687/1508
2483: 10527/1222
2484: 87'3/7
2485: 26'202/399
2486: 695396/782595
2487: 12
2488: 28'132/481
2489: 19'16/97
2490: 38'28/53
2491: 5'1349/276
2492: 278'1/2
2493: 79'17/22
2494: 7/8
2495: 144
2496: 78'495/574
2497: 21'423/73
2498: 2255
2499: 36'1/19
2500: 59/39
2501: 9196
2502: 4173'273/296
2503: 74'1649/434
2504: 41'16/19
2505: 14'91/276
2506: 811'118/187
2507: 12275/72927
2508: 343/612
2509: 104'184/189
2510: 301/4968
2511: 3373/1567468
2512: 23/522
2513: 39'13/23
2514: 83'4/7
2515: 1'41/1813
2516: 66'2/5
2517: 43'1/5
2518: 1'1/8
2519: 51'547/621
2520: 5813'1/2
2521: 42'8/69
2522: 34'2/3
2523: 1'586/833
2524: 3'379/532
2525: 15'9/19
2526: 16'47/6
2527: 63'88/195
2528: 1505
2529: 44/273
2530: 16'23/48
2531: 39'16/35
2532: 1'21/23
2533: 2
2534: 156'29/6
2535: 1224
2536: 17'89371/14042
2537: 23'463/855
2538: 999/4316
2539: 72'35/94
2540: 111/232
2541: 81'101/455
2542: 62'3/22
2543: 17'509/583
2544: 3159/352
2545: 6'6/17
2546: 72'29/37
2547: 1'45893/162816
2548: 11'115/5916
2549: 1/1023
2550: 171'1/7
2551: 51/53
2552: 62'323/531
2553: 587607'3/7
2554: 3085/4233
2555: 225/304
2556: 62'23/132
2557: 498'3/31
2558: 851/5208
2559: 87'63/442
2560: 2579/4059
2561: 84
2562: 1'313/4005
2563: 8159/1456
2564: 52'3/44
2565: 75'2/63
2566: 11/2205
2567: 87'83/86
2568: 72/475
2569: 1'16/65
2570: 6158'8/23
2571: 3843/5074
2572: 1578'11/63
2573: 172/255
2574: 84'2/3
2575: 145/384
2576: 6'173/196
2577: 6'22/23
2578: 86/38475
2579: 768'69/7
2580: 8405
2581: 92'2/71
2582: 45/77
2583: 82
2584: 1078'29/42
2585: 91/22695
2586: 34'1/28
2587: 13/684
2588: 1595'2/75
2589: 5'2/5
2590: 4105/45279
2591: 46'2/171
2592: 2'91/352
2593: 36'6133/7695
2594: 22'21/25
2595: 28'158/301
2596: 454'418/585
2597: 63'45/52
2598: 4/77
2599: 38'14/155
2600: 21'2/49
2601: 1'67/145
2602: 63'6719/16821
2603: 28'1/5
2604: 4'44/51
2605: 3'4/5
2606: 169'8/13
2607: 213'6/17
2608: 59/495
2609: 1751'13/37
2610: 2'21/74
2611: 22'1/3
2612: 25023
2613: 2'12/19
2614: 8/95
2615: 55'1/3
2616: 92'1/37
2617: 1/184
2618: 245/1872
2619: 1/24
2620: 1859/287
2621: 45'1/16
2622: 5'186/299
2623: 12348'31/71
2624: 107'5/9
2625: 1/38
2626: 534'29/39
2627: 5'71/192
2628: 7/1
2629: 1'5/91
2630: 2'223/57
2631: 855/163724
2632: 3664'1/98
2633: 28'79/858
2634: 761/1806
2635: 25/62
2636: 11/559
2637: 93'9/17
2638: 52'112/437
2639: 288/301
2640: 1'5/8
2641: 2089'5/11
2642: 4272'12/19
2643: 104'1103/1292
2644: 77/99294
2645: 72'22/3675
2646: 71'28/99
2647: 54'2653/858
2648: 4339/646
2649: 5777'19/49
2650: 1'2/11
2651: 23'47/57
2652: 37'321/187
2653: 122/8745
2654: 51/703
2655: 68'4217/924
2656: 137/261
2657: 1513'1/2
2658: 7273'1795/2852
2659: 92'55/234
2660: 13528
2661: 56/79
2662: 2797/187272
2663: 6'17/2
2664: 43'8/61
2665: 1'1/53
2666: 1/1958
2667: 3'1787/24
2668: 31'143/29
2669: 206'16/209
2670: 2573/3095054
2671: 42'49/104
2672: 188'32/155
2673: 3/28
2674: 33/3818
2675: 937/11628
2676: 1272
2677: 43
2678: 143
2679: 142'4/5
2680: 5'39/5518
2681: 1753'9/26
2682: 2'1/12
2683: 13'22/29
2684: 283'5/16
2685: 7
2686: 79'14/15
2687: 2'2738/7189
2688: 4'14/37
2689: 33'639/715
2690: 22'38/51
2691: 3'65/92
2692: 6'2/9
2693: 1162'2/31
2694: 2385/69184
2695: 5971/114848
2696: 9/1148
2697: 29'133/208
2698: 96'27/59
2699: 17242'8/9
2700: 125'3/68
2701: 44'11/75
2702: 731/395
2703: 36'3/4
2704: 1'2031/3139
2705: 64/2513875
2706: 46'13/74
2707: 8'16/49
2708: 22
2709: 1'9623/110656
2710: 1'3/4
2711: 11'14/37
2712: 163
2713: 19'562/2059
2714: 65'9/16
2715: 6/1079
2716: 9'797/935
2717: 7
2718: 1071
2719: 22'17/143
2720: 7/54
2721: 45'15/37
2722: 1/3
2723: 15'39/119
2724: 19'635/697
2725: 1297'2/17
2726: 38/47
2727: 2528
2728: 436321
2729: 757'12/23
2730: 8/85
2731: 51'401/583
2732: 20723/77056
2733: 41'1/14
2734: 41/102
2735: 89'356/799
2736: 995
2737: 39/134
2738: 11776
2739: 1'59/67
2740: 1'32/49
2741: 7/13
2742: 26'26/29
2743: 2'29/81
2744: 203/244
2745: 4'755/1456
2746: 2
2747: 98'19/3
2748: 26'365/546
2749: 153'9/31
2750: 11/425
2751: 79'75/848
2752: 162/245
2753: 399/15824
2754: 313/325
2755: 4'32/135
2756: 277'59/228
2757: 2'56347/27401
2758: 1'151/496
2759: 4'1/2
2760: 64'85/108
2761: 2'16/19
2762: 6202'17/25
2763: 37'1/3
2764: 56/79
2765: 17
2766: 52441/305235
2767: 35
2768: 912
2769: 4/6097
2770: 37'6/65
2771: 1'173/1027
2772: 89'659/4872
2773: 20333/27335
2774: 385/876
2775: 17017/6498
2776: 28/37
2777: 1'47/416
2778: 24'93598/112931
2779: 11275'297/475
2780: 48/55
2781: 1'8/91
2782: 102
2783: 19/25
2784: 58/97
2785: 544/1161
2786: 3'34/39
2787: 34
2788: 1217/24
2789: 26'61/68
2790: 12'85/98
2791: 2/1335
2792: 105'5/8
2793: 29'21/59
2794: 28/45
2795: 195
2796: 218
2797: 53'84389/26532
2798: 268/49203
2799: 85'18/29
2800: 5831/53475
2801: 4'251/56
2802: 287154
2803: 2'988/4947
2804: 5687'5/18
2805: 1'7261/39285
2806: 5'3/19
2807: 7'2/13
2808: 1'553/1768
2809: 3'1611/4171
2810: 62'3/41
2811: 1'3/41
2812: 24'4/5
2813: 607'11/19
2814: 78
2815: 19/9
2816: 11'73/12
2817: 689/4312
2818: 254/9875
2819: 288'11/24
2820: 155
2821: 13348
2822: 81/92
2823: 1'3/17
2824: 63'83/92
2825: 41'41/5
2826: 5/7
2827: 824'254/265
2828: 9616/16065
2829: 108'34/39
2830: 3196'71/75
2831: 2'4/21
2832: 1'3517/609
2833: 13451/2208
2834: 83'53/93
2835: 9'3056/3927
2836: 53'2719/414
2837: 11'11/64
2838: 1'73/8
2839: 29'1/11
2840: 162'33/34
2841: 1076'697/1305
2842: 152
2843: 16'2/3
2844: 426/2905
2845: 141'12/19
2846: 7/1914
2847: 1/54978
2848: 82'6016/36917
2849: 97
2850: 23/51
2851: 2083/2976
2852: 126
2853: 51/64
2854: 8'763/204
2855: 2
2856: 85/17028
2857: 1205
2858: 9'1/3
2859: 38'835/1122
2860: 75'2/23
2861: 3'293/1209
2862: 118'3/5
2863: 21/44
2864: 2218
2865: 783/533
2866: 72'2/21
2867: 119/242
2868: 1332
2869: 2'11/36
2870: 27'76/135
2871: 1'4072/10323
2872: 127'53/56
2873: 24'249/344
2874: 254'13/28
2875: 45'19/23
2876: 12
2877: 1479/5504
2878: 113
2879: 17'4/47
2880: 82'1/11
2881: 11/1014
2882: 2287/4089
2883: 188'76/83
2884: 16'5/17
2885: 435
2886: 14'41/64
2887: 169'13/84
2888: 113
2889: 12/713
2890: 84
2891: 4221'9/35
2892: 5/27
2893: 1
2894: 63
2895: 18'35/92
2896: 45'1/11
2897: 1'7/2
2898: 115'17/45
2899: 6'3254/4941
2900: 2452
2901: 1/357
2902: 117'3/4
2903: 191/8019
2904: 137/224
2905: 1'6/473
2906: 67/84
2907: 2775
2908: 75/1309
2909: 42'281/3976
2910: 204/413
2911: 21/8
2912: 3/88
2913: 163'37/224
2914: 4'175/258
2915: 57/445
2916: 37'1/23
2917: 1'55/168
2918: 3612
2919: 35'9/23
2920: 18'12/25
2921: 75'5/13
2922: 1/2366
2923: 66'53/345
2924: 12'7/22
2925: 23'19/73
2926: 15'61/67
2927: 92'7/26
2928: 9'3/16
2929: 2037
2930: 57'1757/18
2931: 6/1591
2932: 234'941/2001
2933: 42
2934: 9'8/9
2935: 73/183
2936: 2'1681/286
2937: 112'3/5
2938: 1'2/3
2939: 35'5/41
2940: 11269/1386
2941: 5'237/629
2942: 34'122/817
2943: 105
2944: 10385/10621
2945: 19/1755
2946: 3'367/2196
2947: 126
2948: 17'31/82
2949: 27'27/32
2950: 38'19/48
2951: 118'219/95
2952: 357/235
2953: 5'19/25
2954: 123/182
2955: 10209/1664
2956: 87'41/46
2957: 84/481
2958: 1'11/21
2959: 99'11/6
2960: 22/345805
2961: 13/18
2962: 18
2963: 255
2964: 6'36/85
2965: 41'23/31
2966: 9'3/4
2967: 4'74/87
2968: 41'23/45
2969: 12'202/285
2970: 27'99/392
2971: 9'11/35
2972: 1'101/512
2973: 95'9103/24735
2974: 318/12125
2975: 2'6847/17472
2976: 2'725/10602
2977: 1'17/23
2978: 1'512/2581
2979: 26327'4/27
2980: 48'806/2695
2981: 56/65
2982: 3844'152/153
2983: 11'41/65
2984: 2'38503/51198
2985: 219'3/7
2986: 173/19
2987: 589/102
2988: 42
2989: 63/89
2990: 15/49
2991: 1'2/435
2992: 76'56/67
2993: 123926'11/23
2994: 39'5/14
2995: 72'1/3
2996: 45'1/7
2997: 167/504
2998: 81
2999: 1914
3000: 16/87
3001: 1'178/473
3002: 86'1/897
3003: 16083/49105
3004: 3'5/7
3005: 397'127/153
3006: 106'5/13
3007: 3
3008: 58'279/28
3009: 1'1/4
3010: 19/972
3011: 147'21/32
3012: 4'2/39
3013: 1728
3014: 1'29/54
3015: 1'32/65
3016: 9435
3017: 285'7/51
3018: 3/4
3019: 68'1/1
3020: 1'2357477/2884392
3021: 116
3022: 3591
3023: 64'187/364
3024: 31684'13/2
3025: 5/24
3026: 1325'19/2
3027: 32'49/64
3028: 7/114
3029: 45'1/23
3030: 1/1584
3031: 69'9/23
3032: 1285/3216
3033: 13
3034: 41'155/612
3035: 85'4/7
3036: 263
3037: 4'3/1
3038: 1'9/83
3039: 62'1/2
3040: 2'533/112
3041: 3/31
3042: 3
3043: 7'1/9
3044: 407'1/1
3045: 4168'141/172
3046: 32'1168/3835
3047: 41/84
3048: 87'3/97
3049: 12'933/1159
3050: 102'1245/2891
3051: 101/136
3052: 3905'8/73
3053: 29/1
3054: 64'7388/7905
3055: 37'8/9
3056: 2'25/112
3057: 38/2639
3058: 2'73873/8036
3059: 114'269/292
3060: 137178'16/23
3061: 104/649
3062: 799'1/13
3063: 2391'89/9
3064: 78/209
3065: 7'4/29
3066: 189'54/539
3067: 1065
3068: 7
3069: 366'4/9
3070: 485'7/25
3071: 87'5/12
3072: 52'15/16
3073: 64'8/15
3074: 1'26/37
3075: 41'43/44
3076: 35/3978
3077: 11/45
3078: 1011'55/124
3079: 1'67/574
